2643283 , 0m18.208s  , 1m3.017s  , 0m9.097s  
2654730 , 0m17.497s  , 1m0.192s  , 0m8.772s  
2667006 , 0m18.172s  , 1m2.923s  , 0m8.980s  
2678451 , 0m17.999s  , 1m2.314s  , 0m9.058s  
2684351 , 0m18.587s  , 1m4.288s  , 0m9.241s  
2689418 , 0m17.999s  , 1m1.959s  , 0m9.057s  
2698771 , 0m18.070s  , 1m2.255s  , 0m9.171s  
2714598 , 0m18.646s  , 1m4.538s  , 0m9.391s  
2725953 , 0m18.400s  , 1m3.436s  , 0m9.489s  
2742835 , 0m20.335s  , 1m3.070s  , 0m9.082s  
2754902 , 0m17.756s  , 1m1.458s  , 0m8.867s  
2764708 , 0m17.719s  , 1m1.368s  , 0m8.626s  
2776882 , 0m18.046s  , 1m2.442s  , 0m8.890s  
2785658 , 0m17.797s  , 1m1.329s  , 0m8.787s  
2799987 , 0m17.667s  , 1m1.105s  , 0m8.618s  
2816801 , 0m17.554s  , 1m0.449s  , 0m8.712s  
2829209 , 0m17.869s  , 1m1.984s  , 0m8.604s  
2840008 , 0m18.055s  , 1m2.517s  , 0m9.009s  
2845476 , 0m17.964s  , 1m1.643s  , 0m9.176s  
2854270 , 0m19.009s  , 1m5.282s  , 0m8.998s  
2864202 , 0m18.320s  , 1m3.162s  , 0m8.977s  
2876778 , 0m18.212s  , 1m2.863s  , 0m9.246s  
2893830 , 0m17.423s  , 1m0.539s  , 0m8.397s  
2907473 , 0m17.926s  , 1m2.023s  , 0m8.695s  
2918794 , 0m18.497s  , 1m3.596s  , 0m9.270s  
2927325 , 0m18.312s  , 1m3.040s  , 0m9.398s  
2960138 , 0m18.194s  , 1m3.007s  , 0m8.866s  
2966115 , 0m21.481s  , 1m11.706s  , 0m8.896s  
3025091 , 0m17.631s  , 1m0.806s  , 0m8.923s  
3034771 , 0m18.505s  , 1m3.875s  , 0m9.126s  
3046869 , 0m17.962s  , 1m1.933s  , 0m9.011s  
3058484 , 0m18.470s  , 1m3.834s  , 0m8.666s  
3067717 , 0m19.376s  , 1m6.822s  , 0m9.242s  
3076502 , 0m18.063s  , 1m2.431s  , 0m9.048s  
3092526 , 0m18.189s  , 1m2.764s  , 0m9.030s  
3105859 , 0m18.179s  , 1m3.094s  , 0m8.893s  
3125066 , 0m18.093s  , 1m2.361s  , 0m9.136s  
3137228 , 0m17.750s  , 1m1.196s  , 0m8.825s  
3150809 , 0m18.223s  , 1m2.802s  , 0m9.114s  
3159949 , 0m19.616s  , 1m6.693s  , 0m9.310s  
3170237 , 0m18.148s  , 1m2.571s  , 0m9.057s  
3191581 , 0m17.808s  , 1m1.203s  , 0m8.953s  
3210961 , 0m18.155s  , 1m2.766s  , 0m8.912s  
3230572 , 0m18.372s  , 1m3.174s  , 0m9.371s  
3241953 , 0m18.015s  , 1m1.994s  , 0m9.113s  
3251194 , 0m20.241s  , 1m11.448s  , 0m8.786s  
3262261 , 0m17.651s  , 1m0.830s  , 0m8.745s  
3269506 , 0m18.190s  , 1m2.764s  , 0m8.775s  
3286846 , 0m19.017s  , 1m4.525s  , 0m9.545s  
3299689 , 0m17.962s  , 1m1.957s  , 0m8.999s  
3316899 , 0m18.942s  , 1m5.770s  , 0m9.082s  
3334798 , 0m20.902s  , 1m12.687s  , 0m9.274s  
3350197 , 0m17.606s  , 1m0.837s  , 0m8.598s  
3358799 , 0m18.038s  , 1m2.384s  , 0m8.871s  
3364770 , 0m18.186s  , 1m2.895s  , 0m8.910s  
3387278 , 0m17.795s  , 1m1.287s  , 0m8.814s  
3408044 , 0m17.971s  , 1m2.141s  , 0m8.906s  
3421853 , 0m18.574s  , 1m3.737s  , 0m9.445s  
3436124 , 0m17.929s  , 1m1.743s  , 0m9.169s  
3449241 , 0m17.811s  , 1m1.458s  , 0m8.894s  
3494818 , 0m17.710s  , 1m1.089s  , 0m8.762s  
3540332 , 0m17.779s  , 1m1.499s  , 0m8.680s  
3553141 , 0m18.359s  , 1m3.428s  , 0m8.986s  
3568835 , 0m18.131s  , 1m2.412s  , 0m9.097s  
3585098 , 0m17.963s  , 1m2.299s  , 0m8.871s  
3595737 , 0m17.924s  , 1m1.993s  , 0m8.906s  
3622868 , 0m17.980s  , 1m2.275s  , 0m8.986s  
3646486 , 0m17.890s  , 1m1.777s  , 0m8.835s  
3651280 , 0m17.761s  , 1m1.094s  , 0m9.091s  
3662920 , 0m17.996s  , 1m2.225s  , 0m8.899s  
3672727 , 0m17.734s  , 1m1.195s  , 0m8.910s  
3679300 , 0m18.037s  , 1m2.466s  , 0m8.887s  
3689158 , 0m17.677s  , 1m1.490s  , 0m8.481s  
3721616 , 0m17.769s  , 1m1.448s  , 0m8.683s  
3729747 , 0m17.500s  , 1m0.271s  , 0m8.853s  
3734107 , 0m17.714s  , 1m1.237s  , 0m8.835s  
3742522 , 0m17.824s  , 1m1.582s  , 0m8.757s  
3781400 , 0m17.953s  , 1m1.686s  , 0m9.042s  
3792681 , 0m18.129s  , 1m2.533s  , 0m8.884s  
3799332 , 0m17.724s  , 1m1.145s  , 0m8.666s  
3803042 , 0m17.384s  , 1m0.059s  , 0m8.318s  
3819142 , 0m17.591s  , 1m0.388s  , 0m8.795s  
3838734 , 0m18.036s  , 1m2.125s  , 0m9.093s  
3857091 , 0m17.950s  , 1m2.193s  , 0m8.688s  
3881267 , 0m18.008s  , 1m2.285s  , 0m8.699s  
3897946 , 0m18.233s  , 1m3.004s  , 0m8.969s  
3913391 , 0m17.837s  , 1m1.394s  , 0m8.942s  
3932840 , 0m17.816s  , 1m1.639s  , 0m8.672s  
3966986 , 0m17.933s  , 1m1.747s  , 0m8.771s  
3989219 , 0m17.965s  , 1m2.252s  , 0m8.679s  
3997905 , 0m18.004s  , 1m2.397s  , 0m8.641s  
4005589 , 0m18.040s  , 1m2.210s  , 0m8.823s  
4016996 , 0m19.235s  , 1m6.015s  , 0m8.230s  
4027342 , 0m18.759s  , 1m4.838s  , 0m9.162s  
4045456 , 0m18.524s  , 1m3.917s  , 0m9.325s  
4057945 , 0m17.691s  , 1m1.195s  , 0m8.683s  
4068537 , 0m18.049s  , 1m2.260s  , 0m9.107s  
4079781 , 0m18.104s  , 1m2.163s  , 0m9.014s  
4092462 , 0m18.045s  , 1m2.191s  , 0m8.939s  
4113690 , 0m17.572s  , 1m1.043s  , 0m8.526s  
4122941 , 0m18.112s  , 1m2.624s  , 0m8.896s  
4127896 , 0m18.837s  , 1m4.657s  , 0m8.756s  
4135532 , 0m17.937s  , 1m1.887s  , 0m8.888s  
4145416 , 0m17.980s  , 1m1.052s  , 0m8.572s  
4166554 , 0m18.117s  , 1m2.708s  , 0m8.999s  
4170734 , 0m17.837s  , 1m1.342s  , 0m8.353s  
4182668 , 0m18.019s  , 1m2.651s  , 0m8.685s  
4198416 , 0m18.529s  , 1m3.199s  , 0m8.689s  
4220884 , 0m17.481s  , 1m0.354s  , 0m8.632s  
4250962 , 0m17.742s  , 1m1.265s  , 0m8.647s  
4268604 , 0m19.610s  , 1m7.325s  , 0m8.875s  
4281307 , 0m18.057s  , 1m2.238s  , 0m8.718s  
4309023 , 0m18.200s  , 1m2.766s  , 0m8.810s  
